Modell	LearningType	LearningRate	Total_Paramter	Trainable_Parameter	Non_Trainable_Parameter	Results	Accuracy_Loss
Bert_Uncased	OnlyClassifier	5e-5	109 483 778	1 538	109 482 240	5e-05 [13, [0.6558499932289124, 0.6117647290229797], [0.6628788113594055, 0.6000000238418579], [0.6740395426750183, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6647 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6709 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-5	109 483 778	1 538	109 482 240	5e-05 [14, [0.6470230221748352, 0.6235294342041016], [0.678149938583374, 0.6000000238418579], [0.6679427623748779, 0.6100000143051147]]	6/6 [==============================] - 29s 5s/step - loss: 0.6313 - sparse_categorical_accuracy: 0.6706 - val_loss: 0.6839 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	1e-6	109 483 778	1 538	109 482 240	1e-06 [361, [0.6457967758178711, 0.6235294342041016], [0.6777259707450867, 0.6000000238418579], [0.6696510314941406, 0.6100000143051147]]	6/6 [==============================] - 31s 5s/step - loss: 0.6573 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6778 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	1e-6	109 483 778	1 538	109 482 240	1e-06 [246, [0.6528691649436951, 0.6117647290229797], [0.6952237486839294, 0.6000000238418579], [0.6718183159828186, 0.6100000143051147]]	6/6 [==============================] - 30s 5s/step - loss: 0.6578 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6953 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	1e-6	109 483 778	1 538	109 482 240	1e-06 [12, [0.660332202911377, 0.6117647290229797], [0.6958276033401489, 0.6000000238418579], [0.6659777164459229, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6724 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6959 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	1e-6	109 483 778	1 538	109 482 240	1e-06 [195, [0.6608614921569824, 0.6117647290229797], [0.6703248620033264, 0.6000000238418579], [0.6707995533943176, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6586 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6704 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	1e-6	109 483 778	1 538	109 482 240	1e-06 [301, [0.6748836040496826, 0.6117647290229797], [0.6557425856590271, 0.6000000238418579], [0.6732061505317688, 0.6100000143051147]]	6/6 [==============================] - 30s 5s/step - loss: 0.6728 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6558 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	2e-6	109 483 778	1 538	109 482 240	2e-06 [104, [0.6616606712341309, 0.6117647290229797], [0.6914042234420776, 0.6000000238418579], [0.6711170673370361, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6659 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6915 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	2e-6	109 483 778	1 538	109 482 240	2e-06 [120, [0.6636430621147156, 0.6117647290229797], [0.683418333530426, 0.6000000238418579], [0.6744614243507385, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6662 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6835 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	2e-6	109 483 778	1 538	109 482 240	2e-06 [115, [0.6633225679397583, 0.6117647290229797], [0.672053337097168, 0.6000000238418579], [0.6673188209533691, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6891 - sparse_categorical_accuracy: 0.6000 - val_loss: 0.6721 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	2e-6	109 483 778	1 538	109 482 240	2e-06 [97, [0.659915566444397, 0.6117647290229797], [0.6438966393470764, 0.6000000238418579], [0.6753254532814026, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6498 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6441 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	2e-6	109 483 778	1 538	109 482 240	2e-06 [166, [0.6425826549530029, 0.6352941393852234], [0.6982837319374084, 0.6000000238418579], [0.6689234375953674, 0.6100000143051147]]	6/6 [==============================] - 30s 5s/step - loss: 0.6610 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6986 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-6	109 483 778	1 538	109 482 240	5e-06 [71, [0.6808995604515076, 0.6000000238418579], [0.6458707451820374, 0.6000000238418579], [0.6762946248054504, 0.6100000143051147]]	6/6 [==============================] - 30s 5s/step - loss: 0.6886 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.6463 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-6	109 483 778	1 538	109 482 240	5e-06 [56, [0.6554137468338013, 0.6117647290229797], [0.6736657619476318, 0.6000000238418579], [0.6698184013366699, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6490 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6741 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-6	109 483 778	1 538	109 482 240	5e-06 [51, [0.658572256565094, 0.6117647290229797], [0.6672758460044861, 0.6000000238418579], [0.6655384302139282, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6510 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6680 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-6	109 483 778	1 538	109 482 240	5e-06 [40, [0.6660352945327759, 0.6117647290229797], [0.6614872217178345, 0.6000000238418579], [0.6746252179145813, 0.6000000238418579]]	6/6 [==============================] - 30s 5s/step - loss: 0.6615 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6621 - val_sparse_categorical_accuracy: 0.6000
Bert_Uncased	OnlyClassifier	5e-6	109 483 778	1 538	109 482 240	5e-06 [14, [0.685520350933075, 0.6235294342041016], [0.6453707218170166, 0.6666666865348816], [0.6797481775283813, 0.6100000143051147]]	6/6 [==============================] - 30s 5s/step - loss: 0.7030 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6466 - val_sparse_categorical_accuracy: 0.6667
BioBERT	AllNetworkTrain	1e-4	108 311 810	108 311 810	0	0.0001 [15, [0.035299189388751984, 1.0], [0.3387821316719055, 0.9333333373069763], [0.9233498573303223, 0.5899999737739563]]	6/6 [==============================] - 61s 10s/step - loss: 0.0014 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8624 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-4	108 311 810	108 311 810	0	0.0001 [15, [0.03999301791191101, 1.0], [0.3170474171638489, 0.8666666746139526], [0.9880779385566711, 0.6399999856948853]]	6/6 [==============================] - 62s 10s/step - loss: 4.6653e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5496 - val_sparse_categorical_accuracy: 0.9333
BioBERT	AllNetworkTrain	1e-4	108 311 810	108 311 810	0	0.0001 [20, [0.009255042299628258, 1.0], [0.26662972569465637, 0.9333333373069763], [1.2070003747940063, 0.6700000166893005]]	6/6 [==============================] - 61s 10s/step - loss: 9.0342e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.7394 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-4	108 311 810	108 311 810	0	0.0001 [15, [0.08698317408561707, 1.0], [0.41854509711265564, 0.8666666746139526], [0.8211100101470947, 0.6100000143051147]]	6/6 [==============================] - 61s 10s/step - loss: 0.0024 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8931 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	1e-4	108 311 810	108 311 810	0	0.0001 [13, [0.15547508001327515, 0.9411764740943909], [0.3024146258831024, 0.8666666746139526], [0.8153963685035706, 0.6399999856948853]]	6/6 [==============================] - 61s 10s/step - loss: 8.4388e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5874 - val_sparse_categorical_accuracy: 0.9333
BioBERT	AllNetworkTrain	2e-4	108 311 810	108 311 810	0	0.0002 [14, [0.2516535222530365, 0.8705882430076599], [0.40115946531295776, 0.800000011920929], [0.9295123219490051, 0.6800000071525574]]	6/6 [==============================] - 61s 10s/step - loss: 1.7007e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 1.1400 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-4	108 311 810	108 311 810	0	0.0002 [14, [0.14974555373191833, 0.9647058844566345], [0.2879630923271179, 0.8666666746139526], [0.7502579689025879, 0.5799999833106995]]	6/6 [==============================] - 61s 10s/step - loss: 0.0180 - sparse_categorical_accuracy: 0.9882 - val_loss: 1.2502 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	2e-4	108 311 810	108 311 810	0	0.0002 [15, [0.3808252215385437, 0.8588235378265381], [0.24007195234298706, 0.9333333373069763], [1.2829681634902954, 0.5799999833106995]]	6/6 [==============================] - 61s 10s/step - loss: 0.2537 - sparse_categorical_accuracy: 0.9412 - val_loss: 0.4309 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	2e-4	108 311 810	108 311 810	0	0.0002 [16, [0.02736567333340645, 0.9882352948188782], [0.2276950180530548, 0.9333333373069763], [1.2388548851013184, 0.6299999952316284]]	6/6 [==============================] - 61s 10s/step - loss: 1.9094e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5486 - val_sparse_categorical_accuracy: 0.9333
BioBERT	AllNetworkTrain	2e-4	108 311 810	108 311 810	0	0.0002 [15, [0.1454681009054184, 0.9411764740943909], [0.43348923325538635, 0.8666666746139526], [0.9556631445884705, 0.6100000143051147]]	6/6 [==============================] - 61s 10s/step - loss: 0.0028 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8347 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-4	108 311 810	108 311 810	0	0.0005 [17, [0.6684772372245789, 0.6117647290229797], [0.6730466485023499, 0.6000000238418579], [0.6730466485023499, 0.6000000238418579]]	6/6 [==============================] - 62s 10s/step - loss: 0.6937 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6885 - val_sparse_categorical_accuracy: 0.6000
BioBERT	AllNetworkTrain	5e-4	108 311 810	108 311 810	0	0.0005 [19, [0.6679521799087524, 0.6117647290229797], [0.6733099818229675, 0.6000000238418579], [0.6733100414276123, 0.6000000238418579]]	6/6 [==============================] - 62s 10s/step - loss: 0.6669 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6889 - val_sparse_categorical_accuracy: 0.6000
BioBERT	AllNetworkTrain	5e-4	108 311 810	108 311 810	0	0.0005 [16, [0.6680787801742554, 0.6117647290229797], [0.6738139986991882, 0.6000000238418579], [0.6738137006759644, 0.6000000238418579]]	6/6 [==============================] - 62s 10s/step - loss: 0.6962 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6748 - val_sparse_categorical_accuracy: 0.6000
BioBERT	AllNetworkTrain	5e-4	108 311 810	108 311 810	0	0.0005 [25, [0.668800950050354, 0.6117647290229797], [0.6731593012809753, 0.6000000238418579], [0.6731592416763306, 0.6000000238418579]]	6/6 [==============================] - 61s 10s/step - loss: 0.6705 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6745 - val_sparse_categorical_accuracy: 0.6000
BioBERT	AllNetworkTrain	5e-4	108 311 810	108 311 810	0	0.0005 [23, [0.6683938503265381, 0.6117647290229797], [0.6730278134346008, 0.6000000238418579], [0.673027753829956, 0.6000000238418579]]	6/6 [==============================] - 61s 10s/step - loss: 0.6938 - sparse_categorical_accuracy: 0.5176 - val_loss: 0.6826 - val_sparse_categorical_accuracy: 0.6000
BioBERT	AllNetworkTrain	1e-5	108 311 810	108 311 810	0	1e-05 [21, [0.16092273592948914, 1.0], [0.43464407324790955, 0.8666666746139526], [0.7382295727729797, 0.6800000071525574]]	6/6 [==============================] - 62s 10s/step - loss: 0.0272 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5914 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-5	108 311 810	108 311 810	0	1e-05 [18, [0.24867048859596252, 0.9647058844566345], [0.4368097186088562, 0.800000011920929], [0.7391394972801208, 0.6299999952316284]]	6/6 [==============================] - 62s 10s/step - loss: 0.0624 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.6088 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	1e-5	108 311 810	108 311 810	0	1e-05 [25, [0.11579553782939911, 1.0], [0.3911918103694916, 0.800000011920929], [0.7058148980140686, 0.6700000166893005]]	6/6 [==============================] - 61s 10s/step - loss: 0.0211 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5277 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-5	108 311 810	108 311 810	0	1e-05 [17, [0.3305133283138275, 0.9647058844566345], [0.5048581957817078, 0.7333333492279053], [0.6640730500221252, 0.6200000047683716]]	6/6 [==============================] - 61s 10s/step - loss: 0.0593 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.6371 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	1e-5	108 311 810	108 311 810	0	1e-05 [38, [0.008659599348902702, 1.0], [0.4002200663089752, 0.8666666746139526], [1.3559579849243164, 0.6600000262260437]]	6/6 [==============================] - 61s 10s/step - loss: 0.0064 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4887 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	2e-5	108 311 810	108 311 810	0	2e-05 [26, [0.006239637266844511, 1.0], [0.4083555340766907, 0.9333333373069763], [1.3158656358718872, 0.6800000071525574]]	6/6 [==============================] - 61s 10s/step - loss: 0.0036 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4897 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-5	108 311 810	108 311 810	0	2e-05 [15, [0.18512730300426483, 0.9882352948188782], [0.4343922436237335, 0.8666666746139526], [0.7042829394340515, 0.6899999976158142]]	6/6 [==============================] - 61s 10s/step - loss: 0.0095 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.7275 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-5	108 311 810	108 311 810	0	2e-05 [22, [0.017186366021633148, 1.0], [0.3275728225708008, 0.9333333373069763], [0.9708486199378967, 0.7099999785423279]]	6/6 [==============================] - 61s 10s/step - loss: 0.0077 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4292 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-5	108 311 810	108 311 810	0	2e-05 [16, [0.19517019391059875, 0.9647058844566345], [0.3839070200920105, 0.800000011920929], [0.6651801466941833, 0.6800000071525574]]	6/6 [==============================] - 61s 10s/step - loss: 0.0110 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.6359 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-5	108 311 810	108 311 810	0	2e-05 [21, [0.017276832833886147, 1.0], [0.3430975377559662, 0.9333333373069763], [1.041203260421753, 0.6700000166893005]]	6/6 [==============================] - 61s 10s/step - loss: 0.0051 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4866 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-5	108 311 810	108 311 810	0	5e-05 [20, [0.020092668011784554, 0.9882352948188782], [0.32139596343040466, 0.9333333373069763], [1.399287462234497, 0.6499999761581421]]	6/6 [==============================] - 61s 10s/step - loss: 0.0034 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8181 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	5e-5	108 311 810	108 311 810	0	5e-05 [14, [0.11492425203323364, 1.0], [0.37683525681495667, 0.8666666746139526], [0.7854621410369873, 0.6399999856948853]]	6/6 [==============================] - 61s 10s/step - loss: 0.0044 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.6901 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	5e-5	108 311 810	108 311 810	0	5e-05 [15, [0.057927876710891724, 1.0], [0.4732401669025421, 0.8666666746139526], [0.8567721843719482, 0.6100000143051147]]	6/6 [==============================] - 60s 10s/step - loss: 0.0017 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.8981 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-5	108 311 810	108 311 810	0	5e-05 [14, [0.1706085503101349, 0.9764705896377563], [0.3065219819545746, 0.9333333373069763], [0.6762312054634094, 0.6299999952316284]]	6/6 [==============================] - 61s 10s/step - loss: 0.0016 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4624 - val_sparse_categorical_accuracy: 0.9333
BioBERT	AllNetworkTrain	5e-5	108 311 810	108 311 810	0	5e-05 [14, [0.10056450963020325, 0.9882352948188782], [0.39002788066864014, 0.8666666746139526], [0.7562335133552551, 0.6200000047683716]]	6/6 [==============================] - 61s 10s/step - loss: 7.8948e-04 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5034 - val_sparse_categorical_accuracy: 0.9333
BioBERT	AllNetworkTrain	1e-6	108 311 810	108 311 810	0	1e-06 [81, [0.19330362975597382, 1.0], [0.4374726414680481, 0.8666666746139526], [0.6579305529594421, 0.6600000262260437]]	6/6 [==============================] - 62s 10s/step - loss: 0.1673 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4631 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	1e-6	108 311 810	108 311 810	0	1e-06 [84, [0.20057357847690582, 0.9882352948188782], [0.4451919496059418, 0.8666666746139526], [0.6781145334243774, 0.6600000262260437]]	6/6 [==============================] - 61s 10s/step - loss: 0.1893 - sparse_categorical_accuracy: 0.9882 - val_loss: 0.4550 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-6	108 311 810	108 311 810	0	1e-06 [106, [0.20840492844581604, 0.9764705896377563], [0.462622731924057, 0.7333333492279053], [0.7005138993263245, 0.6200000047683716]]	6/6 [==============================] - 62s 10s/step - loss: 0.1906 - sparse_categorical_accuracy: 0.9882 - val_loss: 0.4697 - val_sparse_categorical_accuracy: 0.7333
BioBERT	AllNetworkTrain	1e-6	108 311 810	108 311 810	0	1e-06 [102, [0.15849950909614563, 1.0], [0.40647849440574646, 0.8666666746139526], [0.7228655815124512, 0.6399999856948853]]	6/6 [==============================] - 62s 10s/step - loss: 0.1504 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4213 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	1e-6	108 311 810	108 311 810	0	1e-06 [107, [0.18188871443271637, 1.0], [0.5152978897094727, 0.800000011920929], [0.7465880513191223, 0.6299999952316284]]	6/6 [==============================] - 63s 10s/step - loss: 0.1676 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5320 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	2e-6	108 311 810	108 311 810	0	2e-06 [43, [0.17654180526733398, 1.0], [0.4456600844860077, 0.8666666746139526], [0.7585409283638, 0.6399999856948853]]	6/6 [==============================] - 63s 10s/step - loss: 0.1420 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4549 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-6	108 311 810	108 311 810	0	2e-06 [60, [0.1072307676076889, 1.0], [0.42033568024635315, 0.8666666746139526], [0.7103212475776672, 0.6899999976158142]]	6/6 [==============================] - 62s 10s/step - loss: 0.0823 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4474 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-6	108 311 810	108 311 810	0	2e-06 [39, [0.3063243627548218, 0.929411768913269], [0.48392659425735474, 0.800000011920929], [0.6775648593902588, 0.6499999761581421]]	6/6 [==============================] - 62s 10s/step - loss: 0.2294 - sparse_categorical_accuracy: 0.9765 - val_loss: 0.4975 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-6	108 311 810	108 311 810	0	2e-06 [45, [0.24621324241161346, 0.9882352948188782], [0.45341795682907104, 0.800000011920929], [0.7197187542915344, 0.6600000262260437]]	6/6 [==============================] - 62s 10s/step - loss: 0.2033 - sparse_categorical_accuracy: 0.9882 - val_loss: 0.4601 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	2e-6	108 311 810	108 311 810	0	2e-06 [79, [0.058466535061597824, 1.0], [0.37024837732315063, 0.8666666746139526], [0.8977489471435547, 0.6700000166893005]]	6/6 [==============================] - 62s 10s/step - loss: 0.0472 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.3725 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-6	108 311 810	108 311 810	0	5e-06 [31, [0.14460279047489166, 1.0], [0.4435735046863556, 0.8666666746139526], [0.7559387683868408, 0.6299999952316284]]	6/6 [==============================] - 62s 10s/step - loss: 0.0760 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4908 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-6	108 311 810	108 311 810	0	5e-06 [27, [0.29567813873291016, 0.9647058844566345], [0.5040996670722961, 0.7333333492279053], [0.708428144454956, 0.6299999952316284]]	6/6 [==============================] - 61s 10s/step - loss: 0.1174 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5629 - val_sparse_categorical_accuracy: 0.7333
BioBERT	AllNetworkTrain	5e-6	108 311 810	108 311 810	0	5e-06 [28, [0.130890890955925, 1.0], [0.3950067460536957, 0.8666666746139526], [0.6769981980323792, 0.6899999976158142]]	6/6 [==============================] - 62s 10s/step - loss: 0.0504 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.5413 - val_sparse_categorical_accuracy: 0.8000
BioBERT	AllNetworkTrain	5e-6	108 311 810	108 311 810	0	5e-06 [32, [0.10377369821071625, 1.0], [0.43312549591064453, 0.800000011920929], [0.7540760040283203, 0.6700000166893005]]	6/6 [==============================] - 62s 10s/step - loss: 0.0514 - sparse_categorical_accuracy: 1.0000 - val_loss: 0.4891 - val_sparse_categorical_accuracy: 0.8667
BioBERT	AllNetworkTrain	5e-6	108 311 810	108 311 810	0	5e-06 [23, [0.3046311140060425, 0.9647058844566345], [0.5288025140762329, 0.7333333492279053], [0.7186647057533264, 0.6299999952316284]]	6/6 [==============================] - 62s 10s/step - loss: 0.1380 - sparse_categorical_accuracy: 0.9765 - val_loss: 0.6010 - val_sparse_categorical_accuracy: 0.7333
BioBERT	OnlyClassifier	1e-4	108 311 810	1 538	108 310 272	0.0001 [16, [0.6632372140884399, 0.6117647290229797], [0.6808871030807495, 0.6000000238418579], [0.6687063574790955, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6483 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6902 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-4	108 311 810	1 538	108 310 272	0.0001 [13, [0.6583176851272583, 0.6000000238418579], [0.7005177736282349, 0.6000000238418579], [0.6678124070167542, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6493 - sparse_categorical_accuracy: 0.5882 - val_loss: 0.7068 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-4	108 311 810	1 538	108 310 272	0.0001 [14, [0.6683973073959351, 0.6117647290229797], [0.6695789098739624, 0.6000000238418579], [0.6788181066513062, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6584 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6836 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-4	108 311 810	1 538	108 310 272	0.0001 [14, [0.6619049310684204, 0.6000000238418579], [0.7015172243118286, 0.6000000238418579], [0.6735286116600037, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6527 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.7080 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	1e-4	108 311 810	1 538	108 310 272	0.0001 [18, [0.6673192977905273, 0.6352941393852234], [0.6511496305465698, 0.6000000238418579], [0.6745668053627014, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6393 - sparse_categorical_accuracy: 0.6353 - val_loss: 0.6664 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-4	108 311 810	1 538	108 310 272	0.0002 [12, [0.6835681200027466, 0.6117647290229797], [0.6792474389076233, 0.6000000238418579], [0.6821087598800659, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6568 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6891 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-4	108 311 810	1 538	108 310 272	0.0002 [12, [0.6780941486358643, 0.6470588445663452], [0.6414072513580322, 0.6666666865348816], [0.6899087429046631, 0.5899999737739563]]	6/6 [==============================] - 31s 5s/step - loss: 0.6272 - sparse_categorical_accuracy: 0.6471 - val_loss: 0.6691 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-4	108 311 810	1 538	108 310 272	0.0002 [11, [0.6664939522743225, 0.6117647290229797], [0.6733988523483276, 0.6000000238418579], [0.6690526604652405, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6270 - sparse_categorical_accuracy: 0.6471 - val_loss: 0.6935 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-4	108 311 810	1 538	108 310 272	0.0002 [13, [0.6793777942657471, 0.6117647290229797], [0.6575580835342407, 0.6000000238418579], [0.6795156002044678, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6447 - sparse_categorical_accuracy: 0.6118 - val_loss: 0.6650 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	2e-4	108 311 810	1 538	108 310 272	0.0002 [12, [0.674018383026123, 0.6117647290229797], [0.645397424697876, 0.6000000238418579], [0.6686385273933411, 0.6000000238418579]]	6/6 [==============================] - 31s 5s/step - loss: 0.6329 - sparse_categorical_accuracy: 0.6235 - val_loss: 0.6615 - val_sparse_categorical_accuracy: 0.6000
BioBERT	OnlyClassifier	5e-4	108 311 810	1 538	108 310 272	0.0005 [58, [0.46968182921409607, 0.8352941274642944], [0.5423083901405334, 0.6666666865348816], [0.6711376905441284, 0.5699999928474426]]	6/6 [==============================] - 31s 5s/step - loss: 0.4873 - sparse_categorical_accuracy: 0.7882 - val_loss: 0.5634 - val_sparse_categorical_accuracy: 0.6667
BioBERT	OnlyClassifier	5e-4	108 311 810	1 538	108 310 272	0.0005 [62, [0.47046616673469543, 0.8352941274642944], [0.5635175704956055, 0.7333333492279053], [0.6624783277511597, 0.5699999928474426]]	6/6 [==============================] - 31s 5s/step - loss: 0.4565 - sparse_categorical_accuracy: 0.8000 - val_loss: 0.5648 - val_sparse_categorical_accuracy: 0.7333
